File; Object; Format; Symmetry; Rows; Columns; NonzeroEntries; FieldType; MinValue; MaxValue; Coordinate_RIB; Coordinate_CIB; Coordinate_VB; Coordinate_Bytes; CSR_Bytes; SCSR_Bytes; SCSR+_Bytes
oscil_dcop_07.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_08.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_09.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_10.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_11.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_12.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_13.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_14.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_15.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_16.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_17.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_18.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_19.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_20.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_21.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_22.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_23.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_24.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_25.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_26.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_27.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_28.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_29.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_30.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_31.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_32.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_33.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_34.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_35.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_36.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_37.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_38.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_39.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_40.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_41.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_42.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_43.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_44.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_45.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_46.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_47.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_48.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_49.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_50.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_51.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_52.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_53.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_54.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_55.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_56.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_dcop_57.mtx; Matrix; Coordinate; General; 430; 430; 1544; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12352; 10126; 10126; 8582
oscil_trans_01.mtx; Matrix; Coordinate; General; 430; 430; 1614; Real; -1e+06; 1.00201e+06; 2; 2; 4; 12912; 10546; 10546; 8932
p0033.mtx; Matrix; Coordinate; General; 15; 48; 113; Integer; -400; 400; 2; 2; 4; 904; 710; 710; 484
p0040.mtx; Matrix; Coordinate; General; 23; 63; 133; Integer; -2220; 1; 2; 2; 4; 1064; 846; 846; 314
p0201.mtx; Matrix; Coordinate; General; 133; 334; 2056; Integer; -64; 64; 2; 2; 4; 16448; 12604; 12604; 6436
p0282.mtx; Matrix; Coordinate; General; 241; 523; 2207; Integer; -204; 4; 2; 2; 4; 17656; 13726; 13726; 7105
p0291.mtx; Matrix; Coordinate; General; 252; 543; 2283; Real; -52; 20.4; 2; 2; 4; 18264; 14204; 14204; 7355
p0548.mtx; Matrix; Coordinate; General; 176; 724; 1887; Integer; -9999; 9999; 2; 2; 4; 15096; 11676; 11676; 7902
para-10.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -6.56319e+11; 6.44163e+11; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
para-4.mtx; Matrix; Coordinate; General; 153226; 153226; 5326228; Real; -6.56319e+11; 6.44163e+11; 4; 4; 4; 63914736; 43222732; 32748152; 32748152
para-5.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -6.56319e+11; 6.44163e+11; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
para-6.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -6.56319e+11; 6.44163e+11; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
para-7.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -6.56319e+11; 6.44163e+11; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
para-8.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -2.90982e+12; 2.90696e+12; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
para-9.mtx; Matrix; Coordinate; General; 155924; 155924; 5416358; Real; -1.13002e+12; 1.12718e+12; 4; 4; 4; 64996296; 43954564; 33315920; 33315920
pde225.mtx; Matrix; Coordinate; General; 225; 225; 1065; Real; -2.73227; 5.65078; 2; 2; 4; 8520; 6842; 6842; 3647
pde900.mtx; Matrix; Coordinate; General; 900; 900; 4380; Real; -2.51159; 5.88725; 2; 2; 4; 35040; 28082; 28082; 14942
pfinan512.mtx; Matrix; Coordinate; Symmetric; 74752; 74752; 335872; Pattern; 1; 1; 4; 4; 2; 6717440; 4329476; 2869620; 1526132
pivtol.mtx; Matrix; Coordinate; General; 102; 102; 306; Real; -1; 1; 2; 2; 4; 2448; 2042; 2042; 818
pkustk10.mtx; Matrix; Coordinate; Symmetric; 80676; 80676; 2194830; Pattern; 1; 1; 4; 4; 2; 43896600; 26660668; 17731104; 8951784
pkustk11.mtx; Matrix; Coordinate; Symmetric; 87804; 87804; 2652858; Pattern; 1; 1; 4; 4; 2; 53057160; 32185516; 21413484; 10802052
pkustk12.mtx; Matrix; Coordinate; Symmetric; 94653; 94653; 3803485; Pattern; 1; 1; 4; 4; 2; 76069700; 46020436; 30664086; 15450146
pkustk13.mtx; Matrix; Coordinate; Symmetric; 94893; 94893; 3355860; Pattern; 1; 1; 4; 4; 2; 67117200; 40649896; 27059180; 13635740
pkustk14.mtx; Matrix; Coordinate; Symmetric; 151926; 151926; 7494215; Pattern; 1; 1; 4; 4; 2; 149884300; 90538288; 60304336; 30327476
plat362.mtx; Matrix; Coordinate; Symmetric; 362; 362; 3074; Real; -0.127298; 0.456552; 2; 2; 4; 49184; 35442; 35442; 12298
plskz362.mtx; Matrix; Coordinate; UnknownSymmetry; 362; 362; 880; Real; -0.373025; 0.353317; 2; 2; 4; 7040; 5748; 5748; 2228
poisson2D.mtx; Matrix; Coordinate; General; 367; 367; 2417; Real; -0.203596; 0.738402; 2; 2; 4; 19336; 15238; 15238; 5570
poisson3Db.mtx; Matrix; Coordinate; General; 85623; 85623; 2374949; Real; -0.471464; 0.622006; 4; 4; 4; 28499388; 19342088; 14505692; 5005896
polbooks.mtx; Matrix; Coordinate; Symmetric; 105; 105; 441; Pattern; 1; 1; 2; 2; 2; 5292; 3740; 3740; 1976
pores_1.mtx; Matrix; Coordinate; General; 30; 30; 180; Real; -2.46134e+07; 1.29343e+07; 2; 2; 4; 1440; 1142; 1142; 962
pores_3.mtx; Matrix; Coordinate; General; 532; 532; 3474; Real; -99637.2; 50640.1; 2; 2; 4; 27792; 21910; 21910; 14962
power9.mtx; Matrix; Coordinate; General; 155376; 155376; 2512300; Real; -1.93338e+22; 1.05502e+22; 4; 4; 4; 30147600; 20719908; 15843666; 1079536290
PR02R.mtx; Matrix; Coordinate; General; 161070; 161070; 8185136; Real; -3.62808e+10; 4.60251e+10; 4; 4; 4; 98221632; 66125372; 49459248; 49459248
preferentialAttachment.mtx; Matrix; Coordinate; Symmetric; 100000; 100000; 499985; Pattern; 1; 1; 4; 4; 2; 9999700; 6399824; 4347418; 2347478
problem.mtx; Matrix; Coordinate; General; 12; 46; 86; Integer; -1; 1; 2; 2; 4; 688; 542; 542; 198
problem1.mtx; Matrix; Coordinate; General; 415; 415; 2779; Real; -1.26459; 4.18141; 2; 2; 4; 22232; 17506; 17506; 9169
qa8fk.mtx; Matrix; Coordinate; Symmetric; 66127; 66127; 863353; Real; -0.0164737; 0.262243; 4; 4; 4; 20720472; 13549144; 10098248; 3455932
qa8fm.mtx; Matrix; Coordinate; Symmetric; 66127; 66127; 863353; Real; 4.40296e-06; 0.000281789; 4; 4; 4; 20720472; 13549144; 10098248; 3455932
qh768.mtx; Matrix; Coordinate; General; 768; 768; 2934; Real; -1.5809e+12; 1.3512e+13; 2; 2; 4; 23472; 19142; 19142; 19142
qh882.mtx; Matrix; Coordinate; General; 882; 882; 3354; Real; -8.1386e+11; 6.6841e+12; 2; 2; 4; 26832; 21890; 21890; 21890
QRpivot.mtx; Matrix; Coordinate; General; 660; 749; 3808; Real; -5.32247; 3; 2; 2; 4; 30464; 24170; 24170; 12746
Ragusa16.mtx; Matrix; Coordinate; General; 24; 24; 81; Integer; 1; 6; 2; 2; 4; 648; 526; 526; 283
Ragusa18.mtx; Matrix; Coordinate; General; 23; 23; 64; Integer; 1; 4; 2; 2; 4; 512; 428; 428; 236
rail_79841.mtx; Matrix; Coordinate; Symmetric; 79841; 79841; 316881; Real; -3.58984e-05; 1.29067e-05; 4; 4; 4; 7605144; 4750736; 3501478; 1285794
rajat05.mtx; Matrix; Coordinate; General; 301; 301; 1384; Real; -2.0472; 3.14159; 2; 2; 4; 11072; 8908; 8908; 4756
rajat11.mtx; Matrix; Coordinate; General; 135; 135; 812; Real; -0.833333; 15.0005; 2; 2; 4; 6496; 5144; 5144; 2708
rajat14.mtx; Matrix; Coordinate; General; 180; 180; 1503; Real; -36000; 54102.2; 2; 2; 4; 12024; 9380; 9380; 6374
rajat16.mtx; Matrix; Coordinate; General; 94294; 94294; 641159; Real; -760; 5800; 4; 4; 4; 7693908; 5506452; 4093994; 2811676
rajat17.mtx; Matrix; Coordinate; General; 94294; 94294; 641159; Real; -760; 5800; 4; 4; 4; 7693908; 5506452; 4093994; 2811676
rajat18.mtx; Matrix; Coordinate; General; 94294; 94294; 485143; Real; -760; 5800; 4; 4; 4; 5821716; 4258324; 3155568; 2185282
rbsa480.mtx; Matrix; Coordinate; General; 480; 480; 17088; Integer; -99; 99; 2; 2; 4; 136704; 103490; 103490; 52226
rbsb480.mtx; Matrix; Coordinate; General; 480; 480; 17088; Integer; -98; 99; 2; 2; 4; 136704; 103490; 103490; 52226
rdb200.mtx; Matrix; Coordinate; General; 200; 200; 1120; Real; -19.488; 4; 2; 2; 4; 8960; 7122; 7122; 3762
